feature_id,reflection,bin_key,center_row,center_col,detector_x,detector_y,peak_intensity,mean_snr,n_bins,spatial_extent,reason
640,(111),32_12,32,12,347,949,7.0,4.7,1,32_12,isolated: single-bin detection
641,ITO,32_15,32,15,103,603,10.0,6.7,1,32_15,isolated: single-bin detection
642,(111),32_15,32,15,340,690,7.0,4.7,1,32_15,isolated: single-bin detection
643,ITO,32_16,32,16,136,430,9.0,6.1,1,32_16,isolated: single-bin detection
644,ITO,32_32,32,32,145,442,22.0,14.8,1,32_32,isolated: single-bin detection
645,ITO,32_46,32,46,134,553,4.0,5.7,1,32_46,isolated: single-bin detection
646,ITO,32_46,32,46,135,645,4.0,5.7,1,32_46,isolated: single-bin detection
647,(002),32_46,32,46,207,630,4.0,5.5,1,32_46,isolated: single-bin detection
648,(002),32_46,32,46,308,246,3.0,4.1,1,32_46,isolated: single-bin detection
649,(002),32_46,32,46,270,353,3.0,4.1,1,32_46,isolated: single-bin detection
650,(002),32_46,32,46,240,627,3.0,4.1,1,32_46,isolated: single-bin detection
651,(002),32_46,32,46,217,882,3.0,4.1,1,32_46,isolated: single-bin detection
652,(012),32_46,32,46,105,508,3.0,4.0,1,32_46,isolated: single-bin detection
653,(012),32_46,32,46,33,790,3.0,4.0,1,32_46,isolated: single-bin detection
654,(001),33_12,33,12,874,506,10.0,6.7,1,33_12,isolated: single-bin detection
655,(112),33_13,33,13,77,169,8.0,5.4,1,33_13,isolated: single-bin detection
656,(012),33_14,33,14,87,606,21.0,12.7,2,33_14 33_15,flat profile: CV=0.024 (no clear center)
657,(012),33_19,33,19,207,216,13.0,7.6,1,33_19,isolated: single-bin detection
658,(001),33_26,33,26,819,715,9.0,4.7,1,33_26,isolated: single-bin detection
659,(111),33_27,33,27,499,303,23.0,7.8,1,33_27,isolated: single-bin detection
660,(001),33_28,33,28,820,715,9.0,6.1,1,33_28,isolated: single-bin detection
661,ITO,33_34,33,34,144,442,24.0,7.7,1,33_34,isolated: single-bin detection
662,(012),33_36,33,36,237,133,6.0,4.7,1,33_36,isolated: single-bin detection
663,(012),33_36,33,36,108,328,6.0,4.7,1,33_36,isolated: single-bin detection
664,(012),33_36,33,36,71,929,6.0,4.7,1,33_36,isolated: single-bin detection
665,(012),33_36,33,36,266,102,5.0,4.0,1,33_36,isolated: single-bin detection
666,(012),33_36,33,36,120,477,8.0,4.0,1,33_36,isolated: single-bin detection
667,(012),33_36,33,36,49,748,5.0,4.0,1,33_36,isolated: single-bin detection
668,ITO,33_48,33,48,96,844,6.0,4.0,1,33_48,isolated: single-bin detection
669,(111),33_52,33,52,570,201,10.0,6.7,1,33_52,isolated: single-bin detection
670,(111),33_52,33,52,396,910,6.0,4.0,1,33_52,isolated: single-bin detection
671,(111),33_54,33,54,359,913,7.0,4.7,1,33_54,isolated: single-bin detection
672,(111),33_55,33,55,462,415,8.0,5.4,1,33_55,isolated: single-bin detection
673,(111),33_57,33,57,345,758,7.0,4.7,1,33_57,isolated: single-bin detection
674,(111),33_60,33,60,597,79,7.0,4.7,1,33_60,isolated: single-bin detection
675,(111),33_61,33,61,637,89,8.0,5.4,1,33_61,isolated: single-bin detection
676,(111),33_61,33,61,547,165,7.0,4.7,1,33_61,isolated: single-bin detection
677,(111),33_61,33,61,580,177,7.0,4.0,1,33_61,isolated: single-bin detection
678,(011),33_62,33,62,568,665,7.0,4.7,1,33_62,isolated: single-bin detection
679,(112),34_7,34,7,110,70,6.0,4.0,1,34_7,isolated: single-bin detection
680,(112),34_17,34,17,133,60,8.9,6.1,1,34_17,isolated: single-bin detection
681,(011),34_27,34,27,770,221,14.0,4.9,1,34_27,isolated: single-bin detection
682,PbI2,34_31,34,31,869,879,6.0,4.0,1,34_31,isolated: single-bin detection
683,(001),34_35,34,35,944,377,6.0,4.0,1,34_35,isolated: single-bin detection
684,(001),35_2,35,2,846,582,6.0,4.0,1,35_2,isolated: single-bin detection
685,(012),35_7,35,7,48,714,10.0,7.4,1,35_7,isolated: single-bin detection
686,(012),35_7,35,7,115,325,7.0,5.4,1,35_7,isolated: single-bin detection
687,(012),35_7,35,7,89,486,7.0,5.4,1,35_7,isolated: single-bin detection
688,(012),35_7,35,7,83,852,7.0,5.4,1,35_7,isolated: single-bin detection
689,(012),35_7,35,7,166,175,6.0,4.7,1,35_7,isolated: single-bin detection
690,(012),35_7,35,7,48,729,7.0,4.7,1,35_7,isolated: single-bin detection
691,(012),35_7,35,7,129,437,6.0,4.0,1,35_7,isolated: single-bin detection
692,(012),35_7,35,7,78,915,6.0,4.0,1,35_7,isolated: single-bin detection
693,PbI2,35_15,35,15,885,875,6.0,4.0,1,35_15,isolated: single-bin detection
694,(012),35_24,35,24,200,213,7.0,5.1,1,35_24,isolated: single-bin detection
695,(012),35_25,35,25,53,922,8.0,5.1,1,35_25,isolated: single-bin detection
696,(112),35_31,35,31,80,158,6.0,4.0,1,35_31,isolated: single-bin detection
697,ITO,35_44,35,44,95,930,15.0,4.9,1,35_44,isolated: single-bin detection
698,(001),35_47,35,47,805,891,8.0,5.4,1,35_47,isolated: single-bin detection
699,ITO,35_48,35,48,241,289,7.0,4.7,1,35_48,isolated: single-bin detection
700,ITO,35_48,35,48,150,509,7.0,4.7,1,35_48,isolated: single-bin detection
701,ITO,35_48,35,48,150,642,7.0,4.7,1,35_48,isolated: single-bin detection
702,(011),35_48,35,48,623,474,6.0,4.0,1,35_48,isolated: single-bin detection
703,(111),35_50,35,50,343,958,10.0,6.7,1,35_50,isolated: single-bin detection
704,(111),35_51,35,51,508,231,7.0,4.7,1,35_51,isolated: single-bin detection
705,(111),35_51,35,51,519,298,7.0,4.7,1,35_51,isolated: single-bin detection
706,(111),35_52,35,52,574,181,11.0,7.4,1,35_52,isolated: single-bin detection
707,(111),35_53,35,53,449,429,8.0,5.4,1,35_53,isolated: single-bin detection
708,(012),35_55,35,55,96,433,13.5,9.1,2,35_55 35_56,flat profile: CV=0.038 (no clear center)
709,(012),35_55,35,55,101,398,12.6,8.7,2,35_55 35_56,flat profile: CV=0.000 (no clear center)
710,(012),35_55,35,55,184,259,8.1,5.7,2,35_55 35_56,flat profile: CV=0.004 (no clear center)
711,(111),35_55,35,55,389,831,7.0,4.7,1,35_55,isolated: single-bin detection
712,(012),35_55,35,55,193,139,6.8,4.7,1,35_55,isolated: single-bin detection
713,(111),35_56,35,56,370,622,9.0,6.1,1,35_56,isolated: single-bin detection
714,(012),35_57,35,57,182,278,9.1,6.7,1,35_57,isolated: single-bin detection
715,(111),35_57,35,57,368,742,7.0,4.7,1,35_57,isolated: single-bin detection
716,(111),35_58,35,58,387,707,7.0,4.7,1,35_58,isolated: single-bin detection
717,(111),35_60,35,60,373,769,7.0,4.7,1,35_60,isolated: single-bin detection
718,(002),35_60,35,60,200,1047,6.0,4.0,1,35_60,isolated: single-bin detection
719,(002),35_61,35,61,405,131,9.0,6.1,1,35_61,isolated: single-bin detection
720,(111),35_61,35,61,370,718,7.0,4.7,1,35_61,isolated: single-bin detection
721,PbI2,36_0,36,0,913,992,7.0,4.7,1,36_0,isolated: single-bin detection
722,(012),36_5,36,5,57,883,9.0,6.7,1,36_5,isolated: single-bin detection
723,(012),36_5,36,5,88,964,8.0,5.4,1,36_5,isolated: single-bin detection
724,(012),36_5,36,5,95,592,6.0,4.7,1,36_5,isolated: single-bin detection
725,(012),36_5,36,5,38,816,5.0,4.0,1,36_5,isolated: single-bin detection
726,(002),36_15,36,15,320,241,31.0,10.5,1,36_15,isolated: single-bin detection
727,(002),36_16,36,16,439,45,22.0,7.7,1,36_16,isolated: single-bin detection
728,(002),36_20,36,20,309,362,21.0,7.6,1,36_20,isolated: single-bin detection
729,ITO,36_27,36,27,231,189,17.0,4.7,1,36_27,isolated: single-bin detection
730,ITO,36_28,36,28,225,191,29.0,9.4,1,36_28,isolated: single-bin detection
731,ITO,36_31,36,31,274,111,19.9,6.3,1,36_31,isolated: single-bin detection
732,ITO,36_32,36,32,289,78,18.9,5.6,1,36_32,isolated: single-bin detection
733,(112),36_34,36,34,88,109,6.0,4.0,1,36_34,isolated: single-bin detection
734,(012),36_41,36,41,77,916,8.0,4.8,1,36_41,isolated: single-bin detection
735,(012),36_43,36,43,86,934,24.0,12.4,1,36_43,isolated: single-bin detection
736,(002),37_16,37,16,278,324,19.3,7.1,1,37_16,isolated: single-bin detection
737,(012),37_32,37,32,295,57,11.0,7.4,1,37_32,isolated: single-bin detection
738,(012),37_32,37,32,195,245,9.0,6.1,1,37_32,isolated: single-bin detection
739,(012),37_32,37,32,270,68,7.0,5.4,1,37_32,isolated: single-bin detection
740,(012),37_32,37,32,84,983,7.0,5.4,1,37_32,isolated: single-bin detection
741,(012),37_32,37,32,160,191,7.0,4.7,1,37_32,isolated: single-bin detection
742,(012),37_32,37,32,156,208,6.0,4.7,1,37_32,isolated: single-bin detection
743,(012),37_32,37,32,161,268,6.0,4.7,1,37_32,isolated: single-bin detection
744,(012),37_32,37,32,133,421,6.0,4.7,1,37_32,isolated: single-bin detection
745,(012),37_32,37,32,94,584,7.0,4.0,1,37_32,isolated: single-bin detection
746,(012),37_32,37,32,88,662,6.0,4.0,1,37_32,isolated: single-bin detection
747,(012),37_32,37,32,42,683,5.0,4.0,1,37_32,isolated: single-bin detection
748,(012),37_35,37,35,193,249,13.0,7.2,1,37_35,isolated: single-bin detection
749,(001),37_39,37,39,823,628,7.0,4.7,1,37_39,isolated: single-bin detection
750,ITO,37_47,37,47,195,272,16.0,4.9,1,37_47,isolated: single-bin detection
751,ITO,37_50,37,50,138,918,6.0,4.0,1,37_50,isolated: single-bin detection
752,(111),37_53,37,53,458,421,7.0,4.7,1,37_53,isolated: single-bin detection
753,(111),37_53,37,53,349,630,7.0,4.7,1,37_53,isolated: single-bin detection
754,(111),37_55,37,55,392,624,8.0,5.4,1,37_55,isolated: single-bin detection
755,(111),37_61,37,61,425,451,7.0,4.7,1,37_61,isolated: single-bin detection
756,(012),38_6,38,6,50,689,9.0,4.1,1,38_6,isolated: single-bin detection
757,(002),38_11,38,11,315,263,17.1,5.8,1,38_11,isolated: single-bin detection
758,(112),38_12,38,12,24,293,7.0,4.7,1,38_12,isolated: single-bin detection
759,(001),38_14,38,14,815,708,9.0,6.1,1,38_14,isolated: single-bin detection
760,(012),38_24,38,24,159,329,24.0,7.3,2,38_23 38_24,flat profile: CV=0.043 (no clear center)
761,PbI2,38_24,38,24,896,744,7.0,4.7,1,38_24,isolated: single-bin detection
762,(112),38_28,38,28,50,236,6.9,4.7,1,38_28,isolated: single-bin detection
763,(011),38_29,38,29,769,222,14.0,5.3,1,38_29,isolated: single-bin detection
764,(002),38_32,38,32,325,235,17.1,5.2,1,38_32,isolated: single-bin detection
765,(112),38_33,38,33,75,178,7.0,4.0,1,38_33,isolated: single-bin detection
766,(012),38_40,38,40,113,386,9.0,5.7,1,38_40,isolated: single-bin detection
767,(012),38_44,38,44,223,106,8.0,6.1,1,38_44,isolated: single-bin detection
768,(012),38_44,38,44,89,653,7.0,4.0,1,38_44,isolated: single-bin detection
769,(011),38_48,38,48,566,850,8.0,5.4,1,38_48,isolated: single-bin detection
770,ITO,38_51,38,51,152,398,10.0,6.7,1,38_51,isolated: single-bin detection
771,ITO,38_59,38,59,124,468,11.0,7.4,1,38_59,isolated: single-bin detection
772,(012),39_1,39,1,235,104,8.0,6.1,1,39_1,isolated: single-bin detection
773,(012),39_1,39,1,81,400,7.0,5.4,1,39_1,isolated: single-bin detection
774,(012),39_1,39,1,105,550,7.0,5.4,1,39_1,isolated: single-bin detection
775,(012),39_1,39,1,127,286,7.0,4.0,1,39_1,isolated: single-bin detection
776,(012),39_5,39,5,59,802,6.0,4.1,1,39_5,isolated: single-bin detection
777,(002),39_8,39,8,452,38,19.1,6.4,5,37_7 37_8 38_7 39_6 39_8,flat profile: CV=0.048 (no clear center)
778,(002),39_8,39,8,315,260,18.1,5.9,1,39_8,isolated: single-bin detection
779,(012),39_13,39,13,210,195,9.0,6.1,1,39_13,isolated: single-bin detection
780,(012),39_13,39,13,166,158,7.1,5.4,1,39_13,isolated: single-bin detection
781,(012),39_13,39,13,93,377,7.0,5.4,1,39_13,isolated: single-bin detection
782,(012),39_13,39,13,291,52,6.0,4.7,1,39_13,isolated: single-bin detection
783,(012),39_13,39,13,200,165,6.0,4.7,1,39_13,isolated: single-bin detection
784,(012),39_13,39,13,183,211,6.0,4.7,1,39_13,isolated: single-bin detection
785,(012),39_18,39,18,225,99,7.0,4.7,1,39_18,isolated: single-bin detection
786,(012),39_23,39,23,167,323,7.0,5.1,1,39_23,isolated: single-bin detection
787,(012),39_28,39,28,106,485,10.0,5.1,1,39_28,isolated: single-bin detection
788,(012),39_29,39,29,96,340,9.1,6.7,1,39_29,isolated: single-bin detection
789,(012),39_29,39,29,89,561,7.0,4.7,1,39_29,isolated: single-bin detection
790,(012),39_29,39,29,266,77,5.0,4.0,1,39_29,isolated: single-bin detection
791,(012),39_29,39,29,66,874,7.0,4.0,1,39_29,isolated: single-bin detection
792,(012),39_35,39,35,131,423,15.0,7.8,1,39_35,isolated: single-bin detection
793,(112),39_43,39,43,122,78,6.0,4.0,1,39_43,isolated: single-bin detection
794,(002),39_48,39,48,310,320,8.1,4.7,1,39_48,isolated: single-bin detection
795,(011),39_48,39,48,832,121,6.8,4.7,1,39_48,isolated: single-bin detection
796,ITO,39_50,39,50,144,423,10.0,6.7,1,39_50,isolated: single-bin detection
797,(111),39_50,39,50,565,139,7.0,4.7,1,39_50,isolated: single-bin detection
798,(111),39_50,39,50,337,780,7.0,4.7,1,39_50,isolated: single-bin detection
799,(011),39_51,39,51,566,851,12.2,7.3,2,39_50 39_51,flat profile: CV=0.046 (no clear center)
800,(111),39_51,39,51,417,506,7.0,4.7,1,39_51,isolated: single-bin detection
801,ITO,39_53,39,53,118,834,6.0,4.0,1,39_53,isolated: single-bin detection
802,(111),39_54,39,54,373,672,7.0,4.7,1,39_54,isolated: single-bin detection
803,(111),39_55,39,55,418,477,8.0,5.4,1,39_55,isolated: single-bin detection
804,(111),39_55,39,55,363,958,7.0,4.0,1,39_55,isolated: single-bin detection
805,(111),39_58,39,58,391,489,7.0,4.7,1,39_58,isolated: single-bin detection
806,(111),39_59,39,59,367,638,8.0,5.4,1,39_59,isolated: single-bin detection
807,(002),39_59,39,59,244,510,8.0,5.4,1,39_59,isolated: single-bin detection
808,(111),39_60,39,60,383,586,8.0,5.4,1,39_60,isolated: single-bin detection
809,ITO,39_61,39,61,147,421,10.0,6.1,1,39_61,isolated: single-bin detection
810,(111),39_61,39,61,372,606,7.0,4.7,1,39_61,isolated: single-bin detection
811,(112),40_0,40,0,81,55,7.0,4.7,1,40_0,isolated: single-bin detection
812,(012),40_1,40,1,49,806,11.0,7.2,2,40_1 40_2,flat profile: CV=0.000 (no clear center)
813,(012),40_1,40,1,87,899,11.0,6.9,2,40_1 40_2,flat profile: CV=0.048 (no clear center)
814,(012),40_2,40,2,232,136,8.0,6.1,1,40_2,isolated: single-bin detection
815,(012),40_2,40,2,32,733,7.0,5.4,1,40_2,isolated: single-bin detection
816,(012),40_2,40,2,92,935,8.0,5.4,1,40_2,isolated: single-bin detection
817,(012),40_2,40,2,73,1013,6.0,4.7,1,40_2,isolated: single-bin detection
818,(002),40_5,40,5,314,257,14.3,5.1,1,40_5,isolated: single-bin detection
819,(002),40_6,40,6,453,45,20.1,7.3,1,40_6,isolated: single-bin detection
820,(112),40_6,40,6,142,4,8.0,5.4,1,40_6,isolated: single-bin detection
821,(111),40_9,40,9,451,304,9.0,6.1,1,40_9,isolated: single-bin detection
822,(111),40_9,40,9,407,509,8.0,5.4,1,40_9,isolated: single-bin detection
823,(002),40_9,40,9,439,46,8.0,5.4,1,40_9,isolated: single-bin detection
824,(002),40_11,40,11,202,796,8.0,5.4,1,40_11,isolated: single-bin detection
825,(111),40_11,40,11,550,145,7.0,4.7,1,40_11,isolated: single-bin detection
826,(002),40_11,40,11,452,43,8.0,4.7,1,40_11,isolated: single-bin detection
827,(002),40_11,40,11,295,304,7.0,4.7,1,40_11,isolated: single-bin detection
828,(002),40_12,40,12,286,311,11.0,6.7,1,40_12,isolated: single-bin detection
829,(012),40_12,40,12,127,437,8.1,5.4,1,40_12,isolated: single-bin detection
830,(002),40_13,40,13,306,361,11.0,7.4,1,40_13,isolated: single-bin detection
831,(002),40_13,40,13,292,315,10.0,5.4,1,40_13,isolated: single-bin detection
832,(002),40_14,40,14,278,324,8.0,5.4,1,40_14,isolated: single-bin detection
833,(111),40_14,40,14,367,1013,6.0,4.0,1,40_14,isolated: single-bin detection
834,(002),40_15,40,15,290,311,9.0,5.4,1,40_15,isolated: single-bin detection
835,(002),40_16,40,16,323,231,9.0,6.1,1,40_16,isolated: single-bin detection
836,(002),40_16,40,16,222,1006,6.0,4.0,1,40_16,isolated: single-bin detection
837,(002),40_17,40,17,460,48,8.0,5.4,1,40_17,isolated: single-bin detection
838,(111),40_19,40,19,387,663,7.0,4.7,1,40_19,isolated: single-bin detection
839,(111),40_19,40,19,336,903,7.0,4.7,1,40_19,isolated: single-bin detection
840,(111),40_20,40,20,438,441,7.0,4.7,1,40_20,isolated: single-bin detection
841,(002),40_20,40,20,294,328,8.0,4.7,1,40_20,isolated: single-bin detection
842,(111),40_21,40,21,396,451,7.0,4.7,1,40_21,isolated: single-bin detection
843,(012),40_21,40,21,85,834,7.1,4.0,1,40_21,isolated: single-bin detection
844,(012),40_22,40,22,307,36,8.3,6.1,1,40_22,isolated: single-bin detection
845,(111),40_22,40,22,451,437,6.0,4.0,1,40_22,isolated: single-bin detection
846,(111),40_24,40,24,394,598,9.0,6.1,1,40_24,isolated: single-bin detection
847,(002),40_25,40,25,328,238,9.0,5.4,1,40_25,isolated: single-bin detection
848,ITO,40_25,40,25,305,40,6.0,4.0,1,40_25,isolated: single-bin detection
849,(111),40_27,40,27,441,472,7.0,4.7,1,40_27,isolated: single-bin detection
850,ITO,40_28,40,28,131,425,24.0,15.5,1,40_28,isolated: single-bin detection
851,ITO,40_28,40,28,307,48,11.0,7.4,1,40_28,isolated: single-bin detection
852,(111),40_29,40,29,373,641,6.0,4.0,1,40_29,isolated: single-bin detection
853,(011),40_30,40,30,766,227,16.0,10.1,1,40_30,isolated: single-bin detection
854,(011),40_32,40,32,765,229,8.0,5.4,1,40_32,isolated: single-bin detection
855,(111),40_32,40,32,435,495,8.0,5.4,1,40_32,isolated: single-bin detection
856,(111),40_32,40,32,391,688,8.0,5.4,1,40_32,isolated: single-bin detection
857,(111),40_33,40,33,441,358,6.0,4.0,1,40_33,isolated: single-bin detection
858,ITO,40_34,40,34,268,196,6.0,4.0,1,40_34,isolated: single-bin detection
859,(002),40_35,40,35,451,77,7.0,4.7,1,40_35,isolated: single-bin detection
860,(002),40_36,40,36,204,849,11.0,6.7,1,40_36,isolated: single-bin detection
861,(111),40_36,40,36,411,397,7.0,4.7,1,40_36,isolated: single-bin detection
862,(111),40_36,40,36,340,794,7.0,4.7,1,40_36,isolated: single-bin detection
863,(111),40_36,40,36,458,389,6.0,4.0,1,40_36,isolated: single-bin detection
864,(002),40_37,40,37,194,843,32.0,5.4,1,40_37,isolated: single-bin detection
865,(002),40_38,40,38,192,831,28.0,6.1,1,40_38,isolated: single-bin detection
866,(111),40_38,40,38,650,41,7.0,4.7,1,40_38,isolated: single-bin detection
867,(111),40_40,40,40,392,750,6.0,4.0,1,40_40,isolated: single-bin detection
868,(111),40_41,40,41,570,201,7.0,4.7,1,40_41,isolated: single-bin detection
869,(111),40_41,40,41,353,721,7.0,4.7,1,40_41,isolated: single-bin detection
870,(111),40_42,40,42,591,89,7.0,4.7,1,40_42,isolated: single-bin detection
871,(111),40_42,40,42,364,699,6.9,4.7,1,40_42,isolated: single-bin detection
872,(111),40_42,40,42,476,320,7.9,4.0,1,40_42,isolated: single-bin detection
873,(002),40_43,40,43,206,643,7.0,4.7,1,40_43,isolated: single-bin detection
874,(002),40_44,40,44,192,832,16.0,6.1,1,40_44,isolated: single-bin detection
875,(111),40_45,40,45,379,994,8.0,5.4,1,40_45,isolated: single-bin detection
876,(111),40_45,40,45,406,602,7.0,4.7,1,40_45,isolated: single-bin detection
877,(111),40_45,40,45,390,933,7.0,4.7,1,40_45,isolated: single-bin detection
878,(002),40_45,40,45,249,1013,7.0,4.7,1,40_45,isolated: single-bin detection
879,(111),40_46,40,46,484,272,6.0,4.0,1,40_46,isolated: single-bin detection
880,(111),40_47,40,47,356,706,6.0,4.0,1,40_47,isolated: single-bin detection
881,ITO,40_55,40,55,112,695,5.0,7.0,1,40_55,isolated: single-bin detection
882,ITO,40_55,40,55,190,386,4.0,5.6,1,40_55,isolated: single-bin detection
883,(002),40_55,40,55,304,281,4.0,5.4,1,40_55,isolated: single-bin detection
884,(002),40_55,40,55,185,673,4.0,5.4,1,40_55,isolated: single-bin detection
885,(011),40_55,40,55,821,174,3.0,4.3,1,40_55,isolated: single-bin detection
886,ITO,40_55,40,55,284,81,3.0,4.2,1,40_55,isolated: single-bin detection
887,(002),40_55,40,55,284,354,3.0,4.0,1,40_55,isolated: single-bin detection
888,(002),40_55,40,55,255,494,3.0,4.0,1,40_55,isolated: single-bin detection
889,(001),41_0,41,0,843,981,7.0,4.7,1,41_0,isolated: single-bin detection
890,(002),41_2,41,2,205,845,40.0,7.3,1,41_2,isolated: single-bin detection
891,(002),41_3,41,3,199,848,43.0,7.7,1,41_3,isolated: single-bin detection
892,(112),41_8,41,8,127,61,8.0,4.7,1,41_8,isolated: single-bin detection
893,(011),41_10,41,10,765,227,18.0,6.6,1,41_10,isolated: single-bin detection
894,(012),41_11,41,11,63,762,7.0,5.4,1,41_11,isolated: single-bin detection
895,(012),41_11,41,11,266,84,6.0,4.7,1,41_11,isolated: single-bin detection
896,(012),41_11,41,11,38,810,6.0,4.7,1,41_11,isolated: single-bin detection
897,(012),41_11,41,11,86,872,6.0,4.7,1,41_11,isolated: single-bin detection
898,(012),41_11,41,11,106,440,7.0,4.0,1,41_11,isolated: single-bin detection
899,(011),41_12,41,12,766,225,16.0,6.0,1,41_12,isolated: single-bin detection
900,(011),41_15,41,15,767,223,12.9,4.9,1,41_15,isolated: single-bin detection
901,(002),41_16,41,16,201,844,54.1,7.3,1,41_16,isolated: single-bin detection
902,ITO,41_21,41,21,154,347,24.0,8.3,1,41_21,isolated: single-bin detection
903,PbI2,41_21,41,21,1009,441,7.0,4.7,1,41_21,isolated: single-bin detection
904,(012),41_29,41,29,130,438,19.0,11.4,1,41_29,isolated: single-bin detection
905,(012),41_31,41,31,137,408,8.0,4.7,1,41_31,isolated: single-bin detection
906,(012),41_31,41,31,238,67,6.0,4.1,1,41_31,isolated: single-bin detection
907,(001),41_31,41,31,810,709,7.0,4.0,1,41_31,isolated: single-bin detection
908,(012),41_32,41,32,127,434,8.0,5.7,1,41_32,isolated: single-bin detection
909,(012),41_33,41,33,156,339,8.0,4.7,1,41_33,isolated: single-bin detection
910,PbI2,41_34,41,34,848,931,7.0,4.7,1,41_34,isolated: single-bin detection
911,(112),41_34,41,34,118,91,6.9,4.7,1,41_34,isolated: single-bin detection
912,(012),41_35,41,35,152,363,11.0,5.4,1,41_35,isolated: single-bin detection
913,(012),41_38,41,38,71,677,8.0,5.3,1,41_38,isolated: single-bin detection
914,(012),41_38,41,38,100,1014,9.0,5.3,1,41_38,isolated: single-bin detection
915,(002),41_42,41,42,453,37,21.2,7.3,1,41_42,isolated: single-bin detection
916,(012),41_46,41,46,53,806,12.0,5.7,1,41_46,isolated: single-bin detection
917,(012),41_46,41,46,97,471,7.0,5.1,1,41_46,isolated: single-bin detection
918,(002),41_51,41,51,304,277,9.0,6.1,1,41_51,isolated: single-bin detection
919,(012),42_2,42,2,216,148,10.0,6.0,1,42_2,isolated: single-bin detection
920,(012),42_5,42,5,108,510,7.0,5.4,1,42_5,isolated: single-bin detection
921,(012),42_5,42,5,236,155,6.0,4.7,1,42_5,isolated: single-bin detection
922,(012),42_5,42,5,198,213,6.0,4.7,1,42_5,isolated: single-bin detection
923,(012),42_5,42,5,70,594,7.0,4.7,1,42_5,isolated: single-bin detection
924,(012),42_5,42,5,52,662,6.0,4.7,1,42_5,isolated: single-bin detection
925,(012),42_5,42,5,75,507,5.0,4.0,1,42_5,isolated: single-bin detection
926,(112),42_6,42,6,158,5,9.0,6.1,1,42_6,isolated: single-bin detection
927,(112),42_8,42,8,130,49,8.0,5.4,1,42_8,isolated: single-bin detection
928,ITO,42_13,42,13,184,297,18.0,5.7,1,42_13,isolated: single-bin detection
929,(012),42_13,42,13,62,801,7.0,5.0,1,42_13,isolated: single-bin detection
930,(012),42_14,42,14,173,301,14.0,9.1,1,42_14,isolated: single-bin detection
931,(002),42_15,42,15,204,834,43.0,8.4,1,42_15,isolated: single-bin detection
932,(002),42_17,42,17,206,848,36.0,7.7,1,42_17,isolated: single-bin detection
933,(002),42_17,42,17,187,838,38.0,5.2,1,42_17,isolated: single-bin detection
934,(002),42_18,42,18,204,833,51.1,6.7,1,42_18,isolated: single-bin detection
935,(012),42_20,42,20,174,302,15.0,8.9,1,42_20,isolated: single-bin detection
936,(012),42_33,42,33,172,299,13.0,7.6,1,42_33,isolated: single-bin detection
937,(112),42_35,42,35,18,271,11.0,7.4,1,42_35,isolated: single-bin detection
938,(002),42_36,42,36,195,826,16.2,5.8,1,42_36,isolated: single-bin detection
939,(012),42_37,42,37,173,300,11.0,6.9,1,42_37,isolated: single-bin detection
940,(012),42_40,42,40,65,714,9.0,5.7,1,42_40,isolated: single-bin detection
941,(002),42_41,42,41,310,359,21.0,7.6,2,42_41 42_42,flat profile: CV=0.000 (no clear center)
942,(012),42_42,42,42,141,386,12.0,6.3,1,42_42,isolated: single-bin detection
943,(002),42_49,42,49,292,308,9.0,6.1,1,42_49,isolated: single-bin detection
944,(111),42_52,42,52,393,643,7.0,4.7,1,42_52,isolated: single-bin detection
945,ITO,42_53,42,53,91,799,14.0,9.4,1,42_53,isolated: single-bin detection
946,(111),42_53,42,53,434,398,7.0,4.7,1,42_53,isolated: single-bin detection
947,(012),42_54,42,54,71,812,5.1,4.0,1,42_54,isolated: single-bin detection
948,(012),42_56,42,56,138,404,10.0,7.4,1,42_56,isolated: single-bin detection
949,(111),42_56,42,56,429,418,8.0,5.4,1,42_56,isolated: single-bin detection
950,(111),42_57,42,57,602,168,8.0,5.4,1,42_57,isolated: single-bin detection
951,(111),42_58,42,58,602,70,6.0,4.0,1,42_58,isolated: single-bin detection
952,(002),42_60,42,60,313,257,9.0,6.1,1,42_60,isolated: single-bin detection
953,(111),42_61,42,61,374,727,11.0,7.4,1,42_61,isolated: single-bin detection
954,(111),42_61,42,61,693,50,7.0,4.7,1,42_61,isolated: single-bin detection
955,(112),43_1,43,1,108,76,6.0,4.0,1,43_1,isolated: single-bin detection
956,(002),43_3,43,3,197,849,32.1,7.3,1,43_3,isolated: single-bin detection
957,(012),43_7,43,7,217,140,15.0,9.0,1,43_7,isolated: single-bin detection
958,(012),43_16,43,16,128,335,7.0,5.4,1,43_16,isolated: single-bin detection
959,(012),43_16,43,16,151,238,7.0,4.7,1,43_16,isolated: single-bin detection
960,(012),43_20,43,20,229,52,6.0,4.7,1,43_20,isolated: single-bin detection
961,(012),43_20,43,20,187,212,5.0,4.0,1,43_20,isolated: single-bin detection
962,(112),43_28,43,28,99,122,7.0,4.7,1,43_28,isolated: single-bin detection
963,(012),43_30,43,30,85,885,8.0,5.7,1,43_30,isolated: single-bin detection
964,(112),43_34,43,34,72,187,7.0,4.7,1,43_34,isolated: single-bin detection
965,(001),43_37,43,37,806,995,7.0,4.7,1,43_37,isolated: single-bin detection
966,(012),44_1,44,1,157,336,8.0,5.4,1,44_1,isolated: single-bin detection
